STATION,STATION_NAME,DATE,PRCP,SNOW,TMAX,TMIN
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20151012,0,0,69,38
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20151013,0,0,71,42
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20151014,0,0,68,35
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20151015,0,0,70,39
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20151016,0,0,70,39
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20151017,0,0,73,40
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20151018,0.01,0,55,42
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20151019,0,0,55,41
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20151020,0,0,62,32
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20151021,0,0,60,29
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20151022,0,0,62,30
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20151023,0,0,57,29
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20151024,0,0,50,33
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20151025,0.03,0,62,31
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20151026,0.19,0,55,37
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20151027,0,0,53,36
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20151028,0.17,0,51,31
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20151029,0.03,0,52,43
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20151030,0.11,0,63,46
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20151031,0.65,0,59,47
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20151101,0.13,0,53,41
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20151102,0.01,0,49,31
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20151103,0,0,46,27
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20151104,0,0,40,22
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20151105,0.11,0,38,26
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20151106,0,0,38,29
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20151107,0.1,0,54,34
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20151108,0.18,0,49,38
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20151109,0.27,0,45,35
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20151110,0,0,40,28
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20151111,0,0,46,32
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20151112,0.02,0,43,25
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20151113,0,0,53,42
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20151114,0.02,0,52,42
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20151115,0,0,59,30
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20151116,0.04,0.4,41,25
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20151117,0.04,0,53,32
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20151118,0,0,43,28
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20151119,0,0,37,24
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20151120,0,0,39,17
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20151121,0,0,38,14
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20151122,0,0,39,15
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20151123,0,0,41,21
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20151124,0.09,1.1,34,25
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20151125,0,0,36,16
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20151126,0,0,34,12
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20151127,0,0,31,11
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20151128,0,0,29,9
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20151129,0,0,20,11
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20151130,0,0,20,17
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20151201,0,0,26,19
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20151202,0.08,1,31,21
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20151203,0.14,0,41,28
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20151204,0.01,0,42,33
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20151205,0.03,0,45,28
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20151206,0.37,0,44,36
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20151207,1.13,0,40,36
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20151208,0.44,0,55,37
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20151209,0.12,0,52,33
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20151210,0.13,0,43,30
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20151211,0,0,41,30
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20151212,0.24,0.3,39,31
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20151213,0,0,39,33
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20151214,0,0,40,30
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20151215,0.01,0.3,32,22
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20151216,0.13,2.1,34,7
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20151217,0.33,3.2,26,8
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20151218,0.24,0.9,35,26
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20151219,0.06,1.1,32,27
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20151220,0.08,1.4,33,26
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20151221,0.42,5.6,33,29
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20151222,0,0,31,22
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20151223,0.24,4,31,26
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20151224,0.1,1.3,31,26
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20151225,0,0.1,29,22
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20151226,0,0,28,21
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20151227,0.1,1.6,26,21
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20151228,0.07,1.1,26,22
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20151229,0.01,0.2,24,13
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20151230,0,0,23,11
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20151231,0,0,21,2
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20160101,0,0,18,-2
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20160102,0,0,14,-3
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20160103,0.09,1.3,23,-1
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20160104,0,0,29,22
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20160105,0,0,34,24
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20160106,0.01,0,35,31
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20160107,0,0,33,30
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20160108,0,0,33,29
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20160109,0,0,33,24
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20160110,0,0,30,26
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20160111,0.04,0.2,28,22
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20160112,0.29,0.1,35,28
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20160113,0.17,0.2,38,31
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20160114,0,0,32,21
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20160115,0.01,0.2,29,11
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20160116,0.28,2.7,33,29
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20160117,0.22,0,36,32
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20160118,0,0,35,31
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20160119,0.4,0,37,31
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20160120,0.03,0.3,36,28
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20160121,0.28,0.4,36,31
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20160122,0.1,0,44,30
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20160123,0.16,0,37,31
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20160124,0,0,36,26
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20160125,0,0,33,26
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20160126,0.01,0,39,31
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20160127,0.01,0,38,33
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20160128,0.36,0,44,32
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20160129,0.16,0.4,35,30
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20160130,0,0,37,24
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20160131,0,0,33,26
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20160201,0,0,33,23
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20160202,0,0,31,17
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20160203,0.11,1,29,16
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20160204,0,0.1,33,25
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20160205,0.2,0,46,31
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20160206,0,0,42,28
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20160207,0,0,38,24
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20160208,0,0,46,28
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20160209,0,0,49,28
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20160210,0,0,39,29
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20160211,0.06,0,43,33
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20160212,0.14,0,50,37
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20160213,0.08,0,45,36
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20160214,0.02,0,48,37
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20160215,0,0,54,44
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20160216,0,0,52,39
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20160217,0.03,0,49,39
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20160218,0.18,0,48,34
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20160219,0.07,0,47,33
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20160220,0,0,45,26
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20160221,0,0,42,25
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20160222,0,0,42,25
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20160223,0,0,44,23
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20160224,0,0,46,28
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20160225,0,0,51,27
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20160226,0,0,54,28
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20160227,0.01,0,55,36
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20160228,0,0,53,34
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20160229,0,0,48,31
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20160301,0.37,0,44,33
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20160302,0,0,51,35
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20160303,0.01,0,53,31
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20160304,0,0,59,29
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20160305,0.28,0,55,39
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20160306,0.39,0,51,34
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20160307,0.02,0,47,31
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20160308,0,0,46,30
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20160309,0.46,0,44,31
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20160310,0.06,0,49,35
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20160311,0.12,0,51,30
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20160312,0.32,0,48,34
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20160313,0.11,0,47,30
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20160314,0,0,46,32
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20160315,0,0,46,30
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20160316,0,0,47,30
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20160317,0,0,46,25
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20160318,0,0,49,22
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20160319,0,0,55,29
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20160320,0.13,0,63,33
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20160321,0.02,0,56,40
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20160322,0.82,0,44,33
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20160323,0.09,0,50,32
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20160324,0,0,50,37
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20160325,0,0,48,32
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20160326,0,0,51,30
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20160327,0.36,0,48,36
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20160328,0.06,0,46,30
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20160329,0,0,58,29
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20160330,0,0,63,28
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20160331,0,0,63,32
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20160401,0,0,67,34
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20160402,0,0,67,37
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20160403,0,0,64,36
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20160404,0.13,0,54,36
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20160405,0,0,53,32
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20160406,0,0,64,34
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20160407,0,0,72,34
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20160408,0,0,78,37
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20160409,0,0,73,41
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20160410,0,0,69,31
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20160411,0,0,67,35
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20160412,0.01,0,49,45
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20160413,0,0,58,45
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20160414,0.1,0,53,41
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20160415,0,0,55,29
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20160416,0,0,62,29
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20160417,0,0,70,33
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20160418,0,0,76,38
GHCND:USC00457941,SPOKANE WEATHER FORECAST OFFICE WA US,20160419,0,0,79,40
